sampleID	eco_type	eco_subtype	eco_note	sampleID2	Level	Rank_code	Rank_I	Rank_II	Rank_III	Rank_IV	ARGs_unranked	Total_abu
PRJEB1787_ERR598997	natural_water	natural_water_marine	marinewater	ERR598997	Level 4	0.0-2.5-0.6-3.3-0.1	0.0E+00	2.1E-01	2.4E-01	5.1E-01	4.0E-02	1.4E-02
PRJEB1787_ERR599003	natural_water	natural_water_marine	marinewater	ERR599003	Level 5	0.0-1.5-0.7-3.7-0.1	0.0E+00	1.2E-01	2.7E-01	5.8E-01	2.6E-02	1.6E-02
PRJEB1787_ERR599018	natural_water	natural_water_marine	marinewater	ERR599018	Level 5	0.0-1.9-0.9-2.8-0.2	0.0E+00	1.6E-01	3.4E-01	4.5E-01	5.5E-02	1.2E-02
PRJEB1787_ERR599046	natural_water	natural_water_marine	marinewater	ERR599046	Level 5	0.0-1.5-1.0-2.7-0.2	0.0E+00	1.2E-01	3.9E-01	4.3E-01	5.8E-02	2.1E-02
PRJEB1787_ERR599055	natural_water	natural_water_marine	marinewater	ERR599055	Level 5	0.0-1.3-1.3-2.4-0.1	0.0E+00	1.1E-01	4.9E-01	3.7E-01	2.9E-02	3.5E-02
PRJEB1787_ERR599063	natural_water	natural_water_marine	marinewater	ERR599063	Level 5	0.0-1.8-0.8-3.2-0.1	0.0E+00	1.4E-01	3.2E-01	5.1E-01	2.2E-02	2.0E-02
PRJEB1787_ERR599113	natural_water	natural_water_marine	marinewater	ERR599113	Level 5	0.0-1.3-1.2-2.3-0.1	0.0E+00	1.1E-01	4.8E-01	3.7E-01	4.0E-02	4.1E-02
PRJEB1787_ERR599140	natural_water	natural_water_marine	marinewater	ERR599140	Level 5	0.0-1.8-0.6-3.7-0.1	0.0E+00	1.5E-01	2.3E-01	5.8E-01	4.5E-02	1.4E-02
PRJEB1787_ERR599149	natural_water	natural_water_marine	marinewater	ERR599149	Level 4	0.0-0.9-1.5-2.0-0.1	1.3E-04	7.4E-02	5.8E-01	3.1E-01	3.0E-02	1.6E-01
PRJEB1787_ERR599155	natural_water	natural_water_marine	marinewater	ERR599155	Level 5	0.0-2.2-0.7-3.1-0.2	0.0E+00	1.8E-01	2.6E-01	4.8E-01	8.4E-02	1.2E-02
PRJEB8682_ERR770961	natural_water	natural_water_marine	marinewater	ERR770961	Level 5	0.0-0.3-1.4-2.3-0.1	0.0E+00	2.4E-02	5.6E-01	3.7E-01	4.9E-02	2.3E-02
PRJEB8682_ERR770995	natural_water	natural_water_marine	marinewater	ERR770995	Level 5	0.0-2.1-1.3-2.0-0.1	0.0E+00	1.7E-01	4.9E-01	3.1E-01	2.3E-02	2.3E-02
PRJEB8682_ERR771040	natural_water	natural_water_marine	marinewater	ERR771040	Level 5	0.0-0.9-1.2-2.0-0.4	0.0E+00	7.7E-02	4.6E-01	3.1E-01	1.5E-01	5.8E-03
PRJEB8682_ERR771042	natural_water	natural_water_marine	marinewater	ERR771042	Level 5	0.0-1.0-1.0-3.4-0.0	0.0E+00	7.8E-02	3.9E-01	5.3E-01	0.0E+00	1.2E-02
PRJEB8682_ERR771046	natural_water	natural_water_marine	marinewater	ERR771046	Level 5	0.0-0.9-1.2-2.8-0.1	0.0E+00	7.1E-02	4.7E-01	4.4E-01	2.3E-02	1.2E-01
PRJEB8682_ERR771052	natural_water	natural_water_marine	marinewater	ERR771052	Level 5	0.0-2.2-1.1-2.6-0.0	0.0E+00	1.8E-01	4.1E-01	4.1E-01	0.0E+00	1.4E-02
PRJEB8682_ERR771053	natural_water	natural_water_marine	marinewater	ERR771053	Level 5	0.0-2.1-1.5-1.4-0.0	0.0E+00	1.7E-01	5.9E-01	2.2E-01	1.6E-02	1.2E-02
PRJEB8682_ERR771054	natural_water	natural_water_marine	marinewater	ERR771054	Level 4	0.0-2.5-1.2-2.0-0.1	0.0E+00	2.1E-01	4.5E-01	3.1E-01	3.3E-02	3.6E-02
PRJEB8682_ERR771056	natural_water	natural_water_marine	marinewater	ERR771056	Level 5	0.0-1.3-1.3-1.9-0.2	0.0E+00	1.1E-01	5.2E-01	3.0E-01	7.1E-02	2.4E-02
SRR1509790	natural_water	natural_water_marine	marinewater	SRR1509790	Level 5	0.0-2.3-0.9-2.2-0.3	0.0E+00	1.9E-01	3.7E-01	3.4E-01	9.7E-02	2.6E-02
SRR1509793	natural_water	natural_water_marine	marinewater	SRR1509793	Level 4	0.0-2.7-1.1-2.2-0.0	0.0E+00	2.2E-01	4.3E-01	3.4E-01	1.2E-02	3.4E-02
columbiariver_brackishwater1	natural_water	natural_water_surfacewater	Columbiariver	brackishwater1	Level 4	0.0-3.5-1.1-1.7-0.1	0.0E+00	2.9E-01	4.2E-01	2.7E-01	2.9E-02	4.2E-02
columbiariver_brackishwater2	natural_water	natural_water_surfacewater	Columbiariver	brackishwater2	Level 5	0.0-0.9-1.3-2.3-0.2	0.0E+00	7.6E-02	5.1E-01	3.6E-01	5.5E-02	4.7E-02
columbiariver_brackishwater3	natural_water	natural_water_surfacewater	Columbiariver	brackishwater3	Level 5	0.0-2.4-0.8-2.3-0.3	0.0E+00	2.0E-01	3.3E-01	3.7E-01	1.1E-01	2.3E-02
columbiariver_brackishwater4half	natural_water	natural_water_surfacewater	Columbiariver	brackishwater4half	Level 4	0.1-1.5-1.2-1.8-0.4	1.6E-03	1.2E-01	4.6E-01	2.8E-01	1.3E-01	4.8E-02
columbiariver_coastalwater1	natural_water	natural_water_surfacewater	Columbiariver	coastalwater1	Level 5	0.0-1.5-1.2-0.9-0.7	0.0E+00	1.2E-01	4.8E-01	1.5E-01	2.4E-01	1.8E-02
columbiariver_coastalwater2	natural_water	natural_water_surfacewater	Columbiariver	coastalwater2	Level 4	0.0-2.8-1.0-2.3-0.1	0.0E+00	2.3E-01	3.8E-01	3.6E-01	3.2E-02	1.9E-02
columbiariver_freshwater1	natural_water	natural_water_surfacewater	Columbiariver	freshwater1	Level 4	0.0-0.6-1.1-1.5-0.8	3.9E-04	5.0E-02	4.3E-01	2.4E-01	2.8E-01	1.1E-01
columbiariver_freshwater2	natural_water	natural_water_surfacewater	Columbiariver	freshwater2	Level 5	0.0-0.7-1.2-2.9-0.1	0.0E+00	6.1E-02	4.6E-01	4.5E-01	2.4E-02	8.1E-02
columbiariver_freshwater3	natural_water	natural_water_surfacewater	Columbiariver	freshwater3	Level 4	0.1-1.2-1.1-2.7-0.2	2.2E-03	9.7E-02	4.2E-01	4.3E-01	5.3E-02	3.1E-02
columbiariver_freshwater4	natural_water	natural_water_surfacewater	Columbiariver	freshwater4	Level 5	0.0-0.7-1.2-2.7-0.1	0.0E+00	5.8E-02	4.7E-01	4.3E-01	4.0E-02	8.0E-02
columbiariver_freshwater5	natural_water	natural_water_surfacewater	Columbiariver	freshwater5	Level 4	0.0-0.9-1.2-2.5-0.2	6.8E-04	7.1E-02	4.8E-01	3.9E-01	5.6E-02	7.0E-02
LG209_22_MC_Drinkingwater_source_90.100.shuffled	natural_water	natural_water_surfacewater	HKriver	22_MC_Drinkingwater_source_90-100.shuffled	Level 5	0.0-1.0-1.5-1.7-0.2	0.0E+00	8.2E-02	5.7E-01	2.7E-01	7.6E-02	8.8E-02
LG209_49_Drinkingwater_influent_winter_90.100.shuffled	natural_water	natural_water_surfacewater	HKriver	49_Drinkingwater_influent_winter_90-100.shuffled	Level 4	0.1-0.9-1.3-2.3-0.2	1.5E-03	7.7E-02	5.0E-01	3.6E-01	5.6E-02	7.2E-02
LG209_51_Drinkingwater_influent_summer_90.100.shuffled	natural_water	natural_water_surfacewater	HKriver	51_Drinkingwater_influent_summer_90-100.shuffled	Level 5	0.0-1.0-1.3-2.3-0.2	0.0E+00	7.8E-02	5.0E-01	3.7E-01	6.1E-02	8.5E-02
LG209_52_Drinkingwater_influent_summer_90.100.shuffled	natural_water	natural_water_surfacewater	HKriver	52_Drinkingwater_influent_summer_90-100.shuffled	Level 4	0.1-1.1-1.3-2.3-0.1	9.6E-04	8.7E-02	5.0E-01	3.7E-01	4.9E-02	8.3E-02
SRP018728_SRR1169859	natural_water	natural_water_surfacewater	USAriver	SRR1169859	Level 5	0.0-0.5-1.0-3.4-0.1	0.0E+00	4.1E-02	3.9E-01	5.4E-01	3.4E-02	1.2E-01
SRP018728_SRR1169860	natural_water	natural_water_surfacewater	USAriver	SRR1169860	Level 5	0.0-0.6-1.1-3.1-0.1	0.0E+00	5.0E-02	4.4E-01	4.9E-01	2.4E-02	1.7E-01
SRP018728_SRR1169861	natural_water	natural_water_surfacewater	USAriver	SRR1169861	Level 5	0.0-0.6-1.1-3.2-0.1	0.0E+00	4.7E-02	4.2E-01	5.1E-01	2.3E-02	1.7E-01
SRP018728_SRR1169870	natural_water	natural_water_surfacewater	USAriver	SRR1169870	Level 5	0.0-0.6-1.8-1.2-0.2	0.0E+00	4.6E-02	6.9E-01	1.9E-01	7.6E-02	3.7E-01
SRP018728_SRR1169871	natural_water	natural_water_surfacewater	USAriver	SRR1169871	Level 4	0.0-0.4-1.5-2.1-0.2	2.1E-04	3.5E-02	5.8E-01	3.3E-01	5.6E-02	2.0E-01
SRP018728_SRR1169873	natural_water	natural_water_surfacewater	USAriver	SRR1169873	Level 5	0.0-0.8-1.1-2.9-0.1	0.0E+00	6.3E-02	4.5E-01	4.5E-01	3.7E-02	1.2E-01
SRP018728_SRR1169874	natural_water	natural_water_surfacewater	USAriver	SRR1169874	Level 5	0.0-0.6-1.1-3.0-0.1	0.0E+00	5.2E-02	4.4E-01	4.7E-01	3.7E-02	1.1E-01
SRP018728_SRR1169878	natural_water	natural_water_surfacewater	USAriver	SRR1169878	Level 5	0.0-0.7-1.2-2.8-0.1	0.0E+00	5.8E-02	4.7E-01	4.4E-01	3.0E-02	1.8E-01
SRP018728_SRR1169882	natural_water	natural_water_surfacewater	USAriver	SRR1169882	Level 4	0.0-0.6-1.0-3.3-0.1	3.8E-04	4.8E-02	4.1E-01	5.1E-01	3.1E-02	1.3E-01
SRP018728_SRR1169883	natural_water	natural_water_surfacewater	USAriver	SRR1169883	Level 4	0.0-0.5-1.2-3.1-0.1	3.5E-04	4.1E-02	4.5E-01	4.8E-01	2.4E-02	1.4E-01
SRP018728_SRR1169884	natural_water	natural_water_surfacewater	USAriver	SRR1169884	Level 5	0.0-0.6-1.0-3.2-0.1	0.0E+00	4.5E-02	4.1E-01	5.1E-01	3.4E-02	1.3E-01
SRP018728_SRR2016482part	natural_water	natural_water_surfacewater	USAriver	SRR2016482part	Level 5	0.0-0.4-1.0-3.6-0.1	0.0E+00	3.5E-02	3.8E-01	5.6E-01	2.1E-02	1.8E-01
SRP018728_SRR2016484part	natural_water	natural_water_surfacewater	USAriver	SRR2016484part	Level 5	0.0-1.0-1.3-2.2-0.2	0.0E+00	7.9E-02	5.2E-01	3.4E-01	6.4E-02	2.8E-01
SRP018728_SRR2016485part	natural_water	natural_water_surfacewater	USAriver	SRR2016485part	Level 4	0.0-0.9-1.4-2.1-0.2	7.4E-04	7.0E-02	5.4E-01	3.3E-01	6.2E-02	2.3E-01
SRP039390_SRR1182511	natural_water	natural_water_surfacewater	Amazonriver	SRR1182511	Level 5	0.0-0.6-1.9-1.1-0.1	0.0E+00	5.3E-02	7.3E-01	1.7E-01	4.3E-02	3.6E-02
SRP039390_SRR1182512	natural_water	natural_water_surfacewater	Amazonriver	SRR1182512	Level 5	0.0-2.3-0.8-2.9-0.1	0.0E+00	1.9E-01	3.2E-01	4.6E-01	3.5E-02	1.5E-02
SRP039390_SRR1183643	natural_water	natural_water_surfacewater	Amazonriver	SRR1183643	Level 5	0.0-1.3-1.5-1.8-0.1	0.0E+00	1.1E-01	5.8E-01	2.8E-01	3.0E-02	7.8E-02
SRP039390_SRR1183650	natural_water	natural_water_surfacewater	Amazonriver	SRR1183650	Level 5	0.0-1.6-1.3-1.9-0.1	0.0E+00	1.3E-01	5.3E-01	3.0E-01	4.4E-02	5.0E-02
SRP039390_SRR1185413	natural_water	natural_water_surfacewater	Amazonriver	SRR1185413	Level 5	0.0-2.1-0.7-3.0-0.2	0.0E+00	1.7E-01	2.9E-01	4.7E-01	6.6E-02	2.2E-02
SRP039390_SRR1185414	natural_water	natural_water_surfacewater	Amazonriver	SRR1185414	Level 5	0.0-1.6-1.6-1.4-0.1	0.0E+00	1.3E-01	6.2E-01	2.1E-01	3.3E-02	1.0E-01
SRP039390_SRR1186214	natural_water	natural_water_surfacewater	Amazonriver	SRR1186214	Level 5	0.0-2.2-1.0-2.3-0.2	0.0E+00	1.8E-01	4.1E-01	3.6E-01	5.5E-02	3.2E-02
SRP039390_SRR1199270	natural_water	natural_water_surfacewater	Amazonriver	SRR1199270	Level 5	0.0-2.0-1.0-2.5-0.1	0.0E+00	1.6E-01	4.0E-01	3.9E-01	5.0E-02	2.2E-02
SRP039390_SRR1199271	natural_water	natural_water_surfacewater	Amazonriver	SRR1199271	Level 5	0.0-1.6-0.4-4.5-0.0	0.0E+00	1.3E-01	1.7E-01	7.0E-01	0.0E+00	1.3E-02
SRP039390_SRR1199272	natural_water	natural_water_surfacewater	Amazonriver	SRR1199272	Level 5	0.0-0.6-1.2-2.4-0.3	0.0E+00	4.8E-02	4.8E-01	3.8E-01	9.5E-02	5.4E-03
SRP039390_SRR1202081	natural_water	natural_water_surfacewater	Amazonriver	SRR1202081	Level 4	0.1-0.1-0.3-0.7-2.2	1.1E-03	1.2E-02	1.2E-01	1.0E-01	7.6E-01	9.1E-04
SRP039390_SRR1202089	natural_water	natural_water_surfacewater	Amazonriver	SRR1202089	Level 5	0.0-2.4-0.9-2.7-0.2	0.0E+00	1.9E-01	3.3E-01	4.2E-01	5.6E-02	1.3E-02
SRP039390_SRR1202091	natural_water	natural_water_surfacewater	Amazonriver	SRR1202091	Level 3	1.1-2.2-1.0-2.5-0.0	2.0E-02	1.8E-01	4.1E-01	3.9E-01	9.9E-03	5.5E-02
SRP039390_SRR1202095	natural_water	natural_water_surfacewater	Amazonriver	SRR1202095	Level 5	0.0-1.0-1.6-1.6-0.1	0.0E+00	8.5E-02	6.4E-01	2.6E-01	2.1E-02	2.0E-02
SRP039390_SRR1204580	natural_water	natural_water_surfacewater	Amazonriver	SRR1204580	Level 3	0.7-1.5-1.7-0.9-0.2	1.2E-02	1.2E-01	6.5E-01	1.4E-01	7.1E-02	3.6E-01
SRP039390_SRR1204581	natural_water	natural_water_surfacewater	Amazonriver	SRR1204581	Level 5	0.0-1.9-0.7-3.0-0.2	0.0E+00	1.6E-01	2.9E-01	4.7E-01	8.6E-02	9.5E-02
SRP039390_SRR1205250	natural_water	natural_water_surfacewater	Amazonriver	SRR1205250	Level 5	0.0-1.0-1.3-2.3-0.1	0.0E+00	8.2E-02	5.3E-01	3.6E-01	2.5E-02	1.9E-02
SRP039390_SRR1205251	natural_water	natural_water_surfacewater	Amazonriver	SRR1205251	Level 5	0.0-1.9-1.5-1.5-0.1	0.0E+00	1.5E-01	5.8E-01	2.3E-01	3.8E-02	1.1E-02
SRP039390_SRR1205253	natural_water	natural_water_surfacewater	Amazonriver	SRR1205253	Level 5	0.0-0.9-0.8-3.7-0.1	0.0E+00	7.1E-02	3.0E-01	5.9E-01	4.0E-02	4.4E-02
SRP039390_SRR1209976	natural_water	natural_water_surfacewater	Amazonriver	SRR1209976	Level 5	0.0-2.2-1.4-1.5-0.1	0.0E+00	1.8E-01	5.3E-01	2.4E-01	4.5E-02	1.4E-02
SRP039390_SRR1209977	natural_water	natural_water_surfacewater	Amazonriver	SRR1209977	Level 5	0.0-1.9-1.0-2.7-0.1	0.0E+00	1.6E-01	3.8E-01	4.2E-01	4.4E-02	2.0E-02
SRP039390_SRR1209978	natural_water	natural_water_surfacewater	Amazonriver	SRR1209978	Level 4	0.0-3.3-1.1-1.1-0.3	0.0E+00	2.7E-01	4.5E-01	1.8E-01	1.1E-01	2.1E-02
SRP039390_SRR1786279	natural_water	natural_water_surfacewater	Amazonriver	SRR1786279	Level 4	0.1-1.0-1.5-1.8-0.2	1.2E-03	8.3E-02	5.8E-01	2.8E-01	5.3E-02	1.7E-01
SRP039390_SRR1786281	natural_water	natural_water_surfacewater	Amazonriver	SRR1786281	Level 4	0.0-1.2-1.5-1.8-0.1	6.6E-04	9.7E-02	5.7E-01	2.9E-01	4.0E-02	1.7E-01
SRP039390_SRR1786608	natural_water	natural_water_surfacewater	Amazonriver	SRR1786608	Level 5	0.0-1.0-1.5-1.9-0.1	0.0E+00	8.3E-02	5.7E-01	3.0E-01	4.5E-02	1.8E-01
SRP039390_SRR1786616	natural_water	natural_water_surfacewater	Amazonriver	SRR1786616	Level 4	0.1-1.4-1.5-1.7-0.1	1.5E-03	1.2E-01	5.7E-01	2.7E-01	4.0E-02	1.5E-01
SRP039390_SRR1787940	natural_water	natural_water_surfacewater	Amazonriver	SRR1787940	Level 4	0.1-1.0-1.5-1.6-0.2	1.5E-03	8.4E-02	5.8E-01	2.6E-01	7.6E-02	2.2E-01
SRP039390_SRR1787943	natural_water	natural_water_surfacewater	Amazonriver	SRR1787943	Level 5	0.0-1.0-1.6-1.6-0.1	0.0E+00	8.5E-02	6.1E-01	2.5E-01	5.1E-02	1.6E-01
SRP039390_SRR1788318	natural_water	natural_water_surfacewater	Amazonriver	SRR1788318	Level 4	0.1-1.0-1.5-1.8-0.2	1.1E-03	8.2E-02	5.9E-01	2.8E-01	5.5E-02	1.7E-01
SRP039390_SRR1790487	natural_water	natural_water_surfacewater	Amazonriver	SRR1790487	Level 4	0.0-1.2-1.5-1.7-0.1	2.5E-04	9.7E-02	5.9E-01	2.7E-01	5.1E-02	1.7E-01
SRP039390_SRR1790489	natural_water	natural_water_surfacewater	Amazonriver	SRR1790489	Level 5	0.0-1.2-1.4-2.0-0.1	0.0E+00	1.0E-01	5.4E-01	3.1E-01	4.6E-02	1.2E-01
SRP039390_SRR1790644	natural_water	natural_water_surfacewater	Amazonriver	SRR1790644	Level 4	0.1-1.4-1.4-1.8-0.1	9.5E-04	1.1E-01	5.6E-01	2.8E-01	4.5E-02	9.1E-02
SRP039390_SRR1790646	natural_water	natural_water_surfacewater	Amazonriver	SRR1790646	Level 4	0.0-1.2-1.5-1.6-0.2	4.1E-04	9.6E-02	6.0E-01	2.4E-01	6.3E-02	1.4E-01
SRP039390_SRR1790647	natural_water	natural_water_surfacewater	Amazonriver	SRR1790647	Level 3	0.4-1.6-1.4-1.6-0.2	7.0E-03	1.3E-01	5.4E-01	2.6E-01	6.5E-02	1.0E-01
SRP039390_SRR1790676	natural_water	natural_water_surfacewater	Amazonriver	SRR1790676	Level 4	0.0-1.3-1.5-1.7-0.2	3.7E-04	1.0E-01	5.8E-01	2.6E-01	5.4E-02	2.2E-01
SRP039390_SRR1790678	natural_water	natural_water_surfacewater	Amazonriver	SRR1790678	Level 4	0.1-1.2-1.5-1.8-0.1	2.3E-03	1.0E-01	5.7E-01	2.8E-01	4.7E-02	1.8E-01
SRP039390_SRR1790679	natural_water	natural_water_surfacewater	Amazonriver	SRR1790679	Level 5	0.0-0.9-1.5-1.8-0.1	0.0E+00	7.1E-02	6.0E-01	2.8E-01	4.8E-02	1.8E-01
SRP039390_SRR1790680	natural_water	natural_water_surfacewater	Amazonriver	SRR1790680	Level 4	0.1-1.3-1.4-1.9-0.1	9.1E-04	1.1E-01	5.4E-01	3.0E-01	4.8E-02	1.6E-01
SRP039390_SRR1792674	natural_water	natural_water_surfacewater	Amazonriver	SRR1792674	Level 4	0.0-1.2-1.6-1.6-0.1	7.1E-04	1.0E-01	6.1E-01	2.5E-01	3.2E-02	1.2E-01
SRP039390_SRR1792852	natural_water	natural_water_surfacewater	Amazonriver	SRR1792852	Level 4	0.2-1.6-1.4-1.6-0.2	2.6E-03	1.3E-01	5.6E-01	2.5E-01	5.4E-02	1.1E-01
SRP039390_SRR1793861	natural_water	natural_water_surfacewater	Amazonriver	SRR1793861	Level 4	0.1-1.1-1.5-1.9-0.1	1.3E-03	9.1E-02	5.8E-01	2.9E-01	3.3E-02	1.2E-01
SRP039390_SRR1793862	natural_water	natural_water_surfacewater	Amazonriver	SRR1793862	Level 4	0.1-1.4-1.4-1.8-0.1	1.0E-03	1.1E-01	5.7E-01	2.9E-01	3.6E-02	8.8E-02
SRP039390_SRR1796116	natural_water	natural_water_surfacewater	Amazonriver	SRR1796116	Level 4	0.0-0.9-1.6-1.5-0.1	2.6E-04	7.3E-02	6.3E-01	2.4E-01	5.3E-02	1.5E-01
SRP039390_SRR1796118	natural_water	natural_water_surfacewater	Amazonriver	SRR1796118	Level 4	0.0-1.2-1.5-1.5-0.2	5.0E-04	1.0E-01	6.0E-01	2.3E-01	6.6E-02	1.4E-01
SRP039390_SRR1796234	natural_water	natural_water_surfacewater	Amazonriver	SRR1796234	Level 5	0.0-1.0-1.5-1.8-0.1	0.0E+00	8.3E-02	5.9E-01	2.8E-01	5.1E-02	1.2E-01
SRP039390_SRR1796236	natural_water	natural_water_surfacewater	Amazonriver	SRR1796236	Level 4	0.1-1.4-1.5-1.6-0.2	1.1E-03	1.1E-01	5.9E-01	2.4E-01	5.3E-02	1.5E-01
SRP068371_SRR3098756	natural_water	natural_water_surfacewater	Greeceriver	SRR3098756	Level 5	0.0-1.1-1.3-2.5-0.1	0.0E+00	8.7E-02	5.0E-01	4.0E-01	2.0E-02	1.4E-01
SRP068371_SRR3098759	natural_water	natural_water_surfacewater	Greeceriver	SRR3098759	Level 5	0.0-0.9-2.0-0.4-0.2	0.0E+00	7.6E-02	7.8E-01	6.4E-02	8.5E-02	7.2E-01
SRP068371_SRR3098764	natural_water	natural_water_surfacewater	Greeceriver	SRR3098764	Level 4	0.0-1.2-1.8-0.7-0.2	4.1E-04	9.6E-02	7.1E-01	1.0E-01	8.4E-02	5.2E-01
SRP068371_SRR3098767	natural_water	natural_water_surfacewater	Greeceriver	SRR3098767	Level 4	0.1-0.9-1.3-2.4-0.2	9.5E-04	7.3E-02	4.9E-01	3.7E-01	6.1E-02	1.9E-01
SRP068371_SRR3098769	natural_water	natural_water_surfacewater	Greeceriver	SRR3098769	Level 5	0.0-1.0-1.2-2.5-0.2	0.0E+00	8.5E-02	4.7E-01	3.9E-01	6.1E-02	1.6E-01
SRP068371_SRR3098772	natural_water	natural_water_surfacewater	Greeceriver	SRR3098772	Level 4	0.0-1.0-1.3-2.3-0.2	8.1E-04	8.1E-02	4.9E-01	3.6E-01	6.2E-02	1.3E-01
SRP068371_SRR3098775	natural_water	natural_water_surfacewater	Greeceriver	SRR3098775	Level 5	0.0-0.8-1.4-2.2-0.2	0.0E+00	6.7E-02	5.3E-01	3.4E-01	5.6E-02	1.7E-01
SRP068371_SRR3098776	natural_water	natural_water_surfacewater	Greeceriver	SRR3098776	Level 4	0.0-0.7-1.4-2.2-0.2	1.3E-04	6.0E-02	5.3E-01	3.4E-01	6.4E-02	3.0E-01
SRP068371_SRR3098779	natural_water	natural_water_surfacewater	Greeceriver	SRR3098779	Level 4	0.3-2.0-1.3-1.5-0.3	4.6E-03	1.6E-01	5.0E-01	2.3E-01	9.6E-02	3.0E-01
ERP011345_ERR977407	wwtp	wwtp_AS	DenmarkASCommomax	ERR977407	Level 3	2.1-1.3-1.0-2.5-0.2	3.6E-02	1.1E-01	4.0E-01	3.9E-01	7.3E-02	2.0E-01
ERP011345_ERR977408	wwtp	wwtp_AS	DenmarkASCommomax	ERR977408	Level 5	0.0-1.1-1.2-2.5-0.2	0.0E+00	9.0E-02	4.5E-01	3.9E-01	6.0E-02	2.9E-01
ERP011345_ERR977409	wwtp	wwtp_AS	DenmarkASCommomax	ERR977409	Level 3	0.4-1.4-1.2-2.2-0.2	6.7E-03	1.2E-01	4.5E-01	3.5E-01	7.5E-02	2.4E-01
ERP011345_ERR977410	wwtp	wwtp_AS	DenmarkASCommomax	ERR977410	Level 3	0.8-1.2-1.2-2.2-0.2	1.4E-02	1.0E-01	4.7E-01	3.4E-01	7.5E-02	1.5E-01
ERP011345_ERR977423	wwtp	wwtp_AS	DenmarkASCommomax	ERR977423	Level 3	0.4-1.1-1.3-1.9-0.2	6.3E-03	9.4E-02	5.1E-01	3.0E-01	8.3E-02	2.2E-01
ERP011345_ERR977424	wwtp	wwtp_AS	DenmarkASCommomax	ERR977424	Level 4	0.2-1.2-1.2-2.3-0.2	3.8E-03	1.0E-01	4.7E-01	3.6E-01	7.0E-02	1.9E-01
ERP011345_ERR977425	wwtp	wwtp_AS	DenmarkASCommomax	ERR977425	Level 4	0.2-1.2-1.6-1.2-0.2	3.4E-03	9.6E-02	6.4E-01	1.9E-01	6.7E-02	4.0E-01
LG209_1_ST_AS_0707_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	1_ST_AS_0707_90-100.shuffled	Level 3	0.6-2.7-0.9-1.7-0.4	1.0E-02	2.2E-01	3.7E-01	2.7E-01	1.3E-01	1.7E-01
LG209_2_ST_AS_0801_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	2_ST_AS_0801_90-100.shuffled	Level 3	0.6-2.8-0.9-1.6-0.4	9.8E-03	2.3E-01	3.7E-01	2.5E-01	1.4E-01	1.8E-01
LG209_3_ST08.7.1part	wwtp	wwtp_AS	HKWWTP	3_ST08-7-1part	Level 3	0.8-2.3-1.0-1.8-0.3	1.4E-02	1.9E-01	3.9E-01	2.8E-01	1.2E-01	1.5E-01
LG209_37_ST_AS_foaming_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	37_ST_AS_foaming_90-100.shuffled	Level 3	0.9-2.0-1.2-1.8-0.3	1.6E-02	1.6E-01	4.5E-01	2.8E-01	9.5E-02	1.7E-01
LG209_38_ST_AS_foaming_control_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	38_ST_AS_foaming_control_90-100.shuffled	Level 3	0.6-1.6-1.3-1.9-0.2	1.0E-02	1.3E-01	4.9E-01	3.0E-01	7.4E-02	1.8E-01
LG209_39_Stanley_AS_90.100_cat	wwtp	wwtp_AS	HKWWTP	39_Stanley_AS_90-100_cat	Level 4	0.0-1.5-1.3-1.6-0.3	5.1E-04	1.3E-01	5.1E-01	2.6E-01	1.0E-01	3.0E-01
LG209_4_ST_AS_0901_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	4_ST_AS_0901_90-100.shuffled	Level 3	0.6-2.3-1.0-1.6-0.4	1.0E-02	1.9E-01	4.0E-01	2.5E-01	1.5E-01	1.5E-01
LG209_5_ST_AS_0907_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	5_ST_AS_0907_90-100.shuffled	Level 3	0.5-2.0-1.1-1.9-0.3	7.8E-03	1.6E-01	4.2E-01	2.9E-01	1.2E-01	1.5E-01
LG209_54_Stanley_AS_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	54_Stanley_AS_90-100.shuffled	Level 4	0.1-1.5-1.4-1.6-0.2	1.2E-03	1.2E-01	5.4E-01	2.5E-01	7.9E-02	3.0E-01
LG209_55_Stanley_AS_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	55_Stanley_AS_90-100.shuffled	Level 5	0.0-1.4-1.4-1.7-0.2	0.0E+00	1.2E-01	5.4E-01	2.6E-01	8.6E-02	2.8E-01
LG209_6_ST_AS_1001_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	6_ST_AS_1001_90-100.shuffled	Level 3	0.5-2.1-1.1-1.7-0.4	8.9E-03	1.7E-01	4.2E-01	2.7E-01	1.3E-01	1.4E-01
LG209_7_ST_AS_1007_90.100.shuffled	wwtp	wwtp_AS	HKWWTP	7_ST_AS_1007_90-100.shuffled	Level 3	0.3-1.8-1.2-1.8-0.3	6.0E-03	1.5E-01	4.6E-01	2.9E-01	1.0E-01	1.5E-01
