sampleID	eco_type	eco_subtype	eco_note	sampleID2	Level	Rank_code	Rank_I	Rank_II	Rank_III	Rank_IV	ARGs_unranked	Total_abu
ERP002194_ERR248260	fecal_animal	fecal_animal_chicken	SouthKoreachicken	ERR248260	Level 1	7.6-1.6-1.2-0.9-0.4	1.3E-01	1.3E-01	4.6E-01	1.4E-01	1.3E-01	1.6E+00
SRP019776_SRR789046	fecal_animal	fecal_animal_chicken	UKchicken	SRR789046	Level 2	3.0-0.7-1.0-1.9-0.6	5.2E-02	5.6E-02	3.9E-01	3.0E-01	2.0E-01	5.7E-01
SRP066479_SRR2938112	fecal_animal	fecal_animal_chicken	Peruperiurbanshantytownchicken	SRR2938112	Level 3	0.7-1.8-1.8-0.3-0.2	1.3E-02	1.5E-01	7.2E-01	4.6E-02	7.2E-02	6.7E+00
SRP066479_SRR2938390	fecal_animal	fecal_animal_chicken	ElSalvadorruralvillagechicken	SRR2938390	Level 3	0.6-1.8-1.9-0.3-0.2	1.1E-02	1.5E-01	7.3E-01	4.2E-02	6.9E-02	6.4E+00
LG209_ARG_80_90.100.shuffled	fecal_animal	fecal_animal_chicken	ChinaChicken	ARG_80_90-100.shuffled	Level 1	11.3-0.3-0.4-1.9-0.9	2.0E-01	2.4E-02	1.6E-01	3.0E-01	3.3E-01	1.5E+00
LG209_ARG_81_90.100.shuffled	fecal_animal	fecal_animal_chicken	ChinaChicken	ARG_81_90-100.shuffled	Level 1	10.6-0.4-0.4-1.7-1.0	1.8E-01	3.2E-02	1.7E-01	2.7E-01	3.4E-01	1.2E+00
LG209_ARG_82_90.100.shuffled	fecal_animal	fecal_animal_chicken	ChinaChicken	ARG_82_90-100.shuffled	Level 3	2.4-2.2-1.5-0.4-0.4	4.2E-02	1.8E-01	5.8E-01	6.9E-02	1.3E-01	4.5E+00
LG209_ARG_83_90.100.shuffled	fecal_animal	fecal_animal_chicken	ChinaChicken	ARG_83_90-100.shuffled	Level 3	2.4-2.2-1.5-0.4-0.4	4.1E-02	1.8E-01	5.9E-01	6.5E-02	1.3E-01	5.1E+00
cow_Cowmanure_Ceftiofur_1_D.1_KK9__shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Ceftiofur_1_D-1_KK9__shuffuled	Level 2	2.7-0.6-0.7-2.6-0.6	4.7E-02	5.0E-02	2.9E-01	4.1E-01	2.0E-01	8.2E-02
cow_Cowmanure_Ceftiofur_1_D3_KK1_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Ceftiofur_1_D3_KK1_shuffuled	Level 2	2.6-0.6-0.9-2.0-0.6	4.5E-02	4.6E-02	3.7E-01	3.2E-01	2.2E-01	1.1E-01
cow_Cowmanure_Ceftiofur_2_D.1_KK11_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Ceftiofur_2_D-1_KK11_shuffuled	Level 2	3.2-0.7-0.7-2.7-0.6	5.6E-02	5.7E-02	2.6E-01	4.2E-01	2.0E-01	8.6E-02
cow_Cowmanure_Ceftiofur_2_D3_KK3_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Ceftiofur_2_D3_KK3_shuffuled	Level 3	2.3-0.7-0.9-2.3-0.5	4.0E-02	5.5E-02	3.5E-01	3.7E-01	1.9E-01	1.0E-01
cow_Cowmanure_Ceftiofur_3_D.1_KK7_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Ceftiofur_3_D-1_KK7_shuffuled	Level 2	2.6-0.8-0.8-2.5-0.5	4.4E-02	6.7E-02	3.1E-01	3.9E-01	1.9E-01	9.2E-02
cow_Cowmanure_Ceftiofur_3_D3_KK5_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Ceftiofur_3_D3_KK5_shuffuled	Level 2	2.7-0.6-0.8-2.4-0.5	4.7E-02	5.2E-02	3.3E-01	3.8E-01	1.9E-01	7.1E-02
cow_Cowmanure_Control_1_D.1_KK10_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Control_1_D-1_KK10_shuffuled	Level 2	2.9-0.8-0.7-2.7-0.6	5.0E-02	6.9E-02	2.6E-01	4.2E-01	2.0E-01	6.7E-02
cow_Cowmanure_Control_1_D3_KK2_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Control_1_D3_KK2_shuffuled	Level 2	2.5-0.8-0.7-2.8-0.5	4.4E-02	6.2E-02	2.6E-01	4.4E-01	1.9E-01	7.4E-02
cow_Cowmanure_Control_2_D.1_KK12_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Control_2_D-1_KK12_shuffuled	Level 2	3.1-0.6-0.7-2.7-0.6	5.3E-02	5.2E-02	2.7E-01	4.3E-01	2.0E-01	7.4E-02
cow_Cowmanure_Control_2_D3_KK4_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Control_2_D3_KK4_shuffuled	Level 2	3.0-0.8-0.7-2.6-0.6	5.2E-02	6.5E-02	2.7E-01	4.1E-01	2.0E-01	7.0E-02
cow_Cowmanure_Control_3_D.1_KK8_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Control_3_D-1_KK8_shuffuled	Level 2	3.2-0.8-0.6-2.9-0.6	5.5E-02	6.4E-02	2.2E-01	4.5E-01	2.0E-01	6.7E-02
cow_Cowmanure_Control_3_D3_KK6_shuffuled	fecal_animal	fecal_animal_cow	USAcow	Cowmanure_Control_3_D3_KK6_shuffuled	Level 3	2.5-0.9-0.7-2.6-0.5	4.3E-02	7.2E-02	2.9E-01	4.0E-01	1.9E-01	6.2E-02
ERP002194_ERR248261	fecal_animal	fecal_animal_cow	SouthKoreacow	ERR248261	Level 3	1.8-0.5-1.1-2.0-0.5	3.1E-02	4.0E-02	4.3E-01	3.2E-01	1.8E-01	3.8E-01
rumen_4519886	fecal_animal	fecal_animal_cow	Australiacow	4519886	Level 3	1.1-0.5-0.9-1.3-1.1	2.0E-02	4.2E-02	3.6E-01	2.0E-01	3.8E-01	3.1E-01
rumen_4519887	fecal_animal	fecal_animal_cow	Australiacow	4519887	Level 3	1.5-0.6-0.9-1.4-1.0	2.7E-02	4.6E-02	3.6E-01	2.2E-01	3.5E-01	2.8E-01
rumen_4519891	fecal_animal	fecal_animal_cow	Australiacow	4519891	Level 3	1.6-0.7-0.8-1.9-0.8	2.7E-02	5.9E-02	3.3E-01	3.0E-01	2.9E-01	2.5E-01
rumen_4519893	fecal_animal	fecal_animal_cow	Australiacow	4519893	Level 3	1.3-0.6-1.0-1.3-0.9	2.3E-02	5.0E-02	4.1E-01	2.1E-01	3.1E-01	2.9E-01
rumen_4520064	fecal_animal	fecal_animal_cow	Australiacow	4520064	Level 3	2.1-0.8-1.0-1.5-0.8	3.6E-02	6.4E-02	3.9E-01	2.4E-01	2.7E-01	2.7E-01
rumen_6852.control.faeces_qc	fecal_animal	fecal_animal_cow	Australiacow	6852-control-faeces_qc	Level 3	1.4-0.5-1.0-1.5-0.8	2.4E-02	4.3E-02	4.0E-01	2.4E-01	2.9E-01	2.9E-01
rumen_6852.FT.faeces_qc	fecal_animal	fecal_animal_cow	Australiacow	6852-FT-faeces_qc	Level 3	1.4-0.7-1.0-1.6-0.8	2.4E-02	5.6E-02	3.7E-01	2.6E-01	2.9E-01	2.9E-01
rumen_6859.FT.faeces_qc	fecal_animal	fecal_animal_cow	Australiacow	6859-FT-faeces_qc	Level 3	1.0-0.6-1.1-1.3-0.9	1.8E-02	4.8E-02	4.2E-01	2.1E-01	3.1E-01	3.0E-01
rumen_6882.control.faeces_qc	fecal_animal	fecal_animal_cow	Australiacow	6882-control-faeces_qc	Level 3	1.8-0.6-1.0-1.2-1.0	3.1E-02	4.8E-02	3.9E-01	1.9E-01	3.4E-01	3.0E-01
rumen_6882.FT.faeces_qc	fecal_animal	fecal_animal_cow	Australiacow	6882-FT-faeces_qc	Level 3	1.9-0.7-0.9-1.7-0.8	3.2E-02	5.7E-02	3.6E-01	2.7E-01	2.8E-01	2.4E-01
rumen_7920.control.faeces_qc	fecal_animal	fecal_animal_cow	Australiacow	7920-control-faeces_qc	Level 3	1.8-0.6-1.0-1.6-0.8	3.0E-02	4.8E-02	3.8E-01	2.4E-01	2.9E-01	2.9E-01
rumen_7920.FT.faeces_qc	fecal_animal	fecal_animal_cow	Australiacow	7920-FT-faeces_qc	Level 3	1.3-0.5-0.9-1.5-1.0	2.3E-02	4.1E-02	3.6E-01	2.4E-01	3.4E-01	3.1E-01
SRP066479_SRR2938217	fecal_animal	fecal_animal_cow	ElSalvadorruralvillagecow	SRR2938217	Level 2	2.6-1.0-0.9-2.2-0.5	4.4E-02	8.5E-02	3.6E-01	3.5E-01	1.6E-01	1.3E-01
SRP066479_SRR2938218	fecal_animal	fecal_animal_cow	ElSalvadorruralvillagecow	SRR2938218	Level 3	1.3-0.5-1.5-1.3-0.4	2.3E-02	4.2E-02	6.0E-01	2.0E-01	1.3E-01	2.8E-01
SRP066479_SRR2938219	fecal_animal	fecal_animal_cow	ElSalvadorruralvillagecow	SRR2938219	Level 2	3.3-0.9-0.9-1.7-0.7	5.7E-02	7.0E-02	3.5E-01	2.7E-01	2.5E-01	1.5E-01
SRP066479_SRR2938220	fecal_animal	fecal_animal_cow	ElSalvadorruralvillagecow	SRR2938220	Level 3	1.4-0.9-1.5-1.2-0.4	2.4E-02	7.4E-02	5.7E-01	1.8E-01	1.5E-01	1.8E-01
DRP002734_DRR025070part	fecal_animal	fecal_animal_pig	Japanpig	DRR025070part	Level 3	0.7-2.4-1.3-1.2-0.3	1.2E-02	1.9E-01	5.0E-01	1.9E-01	1.1E-01	7.4E-02
DRP002734_DRR025071part	fecal_animal	fecal_animal_pig	Japanpig	DRR025071part	Level 2	4.3-0.5-0.6-2.6-0.7	7.4E-02	3.8E-02	2.4E-01	4.1E-01	2.3E-01	2.5E-01
DRP002734_DRR025072part	fecal_animal	fecal_animal_pig	Japanpig	DRR025072part	Level 4	0.2-2.5-1.0-2.1-0.3	4.1E-03	2.0E-01	3.8E-01	3.3E-01	9.0E-02	4.7E-02
DRP002734_DRR025073part	fecal_animal	fecal_animal_pig	Japanpig	DRR025073part	Level 3	2.4-1.3-1.5-1.0-0.3	4.1E-02	1.0E-01	5.9E-01	1.6E-01	1.1E-01	6.4E-01
DRP002734_DRR025074part	fecal_animal	fecal_animal_pig	Japanpig	DRR025074part	Level 2	3.5-1.3-1.2-1.4-0.4	6.1E-02	1.1E-01	4.6E-01	2.2E-01	1.4E-01	4.8E-01
DRP002734_DRR025075part	fecal_animal	fecal_animal_pig	Japanpig	DRR025075part	Level 2	3.2-1.3-1.3-1.2-0.4	5.6E-02	1.1E-01	5.1E-01	1.9E-01	1.3E-01	6.3E-01
ERP002194_ERR248263	fecal_animal	fecal_animal_pig	SouthKoreapig	ERR248263	Level 1	4.9-0.4-0.8-1.8-0.8	8.5E-02	3.0E-02	3.3E-01	2.9E-01	2.6E-01	1.4E+00
ERP013165_ERR1135180	fecal_animal	fecal_animal_pig	Francepig	ERR1135180	Level 2	3.1-0.5-0.9-2.2-0.6	5.4E-02	3.9E-02	3.5E-01	3.4E-01	2.2E-01	4.4E-01
ERP013165_ERR1135190	fecal_animal	fecal_animal_pig	Francepig	ERR1135190	Level 2	3.6-0.3-0.9-2.2-0.6	6.2E-02	2.4E-02	3.6E-01	3.5E-01	2.1E-01	6.2E-01
ERP013165_ERR1135193	fecal_animal	fecal_animal_pig	Francepig	ERR1135193	Level 2	3.2-0.3-1.0-2.2-0.6	5.5E-02	2.4E-02	3.7E-01	3.5E-01	2.0E-01	6.1E-01
ERP013165_ERR1135201	fecal_animal	fecal_animal_pig	Francepig	ERR1135201	Level 2	2.8-0.4-1.0-2.1-0.5	4.9E-02	3.5E-02	4.0E-01	3.3E-01	1.9E-01	4.4E-01
ERP013165_ERR1135211	fecal_animal	fecal_animal_pig	Francepig	ERR1135211	Level 2	3.0-0.4-1.0-2.1-0.6	5.2E-02	3.2E-02	3.9E-01	3.3E-01	2.0E-01	5.4E-01
ERP013165_ERR1135212	fecal_animal	fecal_animal_pig	Francepig	ERR1135212	Level 2	3.2-0.4-0.9-2.3-0.6	5.5E-02	3.6E-02	3.4E-01	3.6E-01	2.0E-01	4.0E-01
ERP013165_ERR1135213	fecal_animal	fecal_animal_pig	Francepig	ERR1135213	Level 2	2.9-0.5-1.0-2.0-0.5	5.0E-02	4.5E-02	4.0E-01	3.2E-01	1.9E-01	4.5E-01
ERP013165_ERR1135215	fecal_animal	fecal_animal_pig	Francepig	ERR1135215	Level 3	2.0-0.3-1.1-1.8-0.6	3.4E-02	2.6E-02	4.3E-01	2.9E-01	2.1E-01	5.8E-01
ERP013165_ERR1135229	fecal_animal	fecal_animal_pig	Francepig	ERR1135229	Level 2	3.1-0.3-0.9-2.3-0.6	5.3E-02	2.1E-02	3.4E-01	3.7E-01	2.2E-01	5.9E-01
ERP013165_ERR1135234	fecal_animal	fecal_animal_pig	Francepig	ERR1135234	Level 2	2.6-0.4-1.0-2.1-0.6	4.5E-02	2.9E-02	3.8E-01	3.4E-01	2.1E-01	4.4E-01
ERP013165_ERR1135237	fecal_animal	fecal_animal_pig	Francepig	ERR1135237	Level 3	2.4-0.3-1.0-2.1-0.6	4.1E-02	2.4E-02	3.9E-01	3.4E-01	2.1E-01	5.3E-01
ERP013165_ERR1135242	fecal_animal	fecal_animal_pig	Francepig	ERR1135242	Level 3	2.3-0.3-1.0-2.1-0.6	3.9E-02	2.3E-02	4.0E-01	3.4E-01	2.0E-01	4.9E-01
ERP013165_ERR1135243	fecal_animal	fecal_animal_pig	Francepig	ERR1135243	Level 3	1.6-0.2-1.1-2.1-0.5	2.8E-02	1.9E-02	4.4E-01	3.3E-01	1.8E-01	6.1E-01
ERP013165_ERR1135244	fecal_animal	fecal_animal_pig	Francepig	ERR1135244	Level 3	1.8-0.3-1.1-1.9-0.6	3.1E-02	2.3E-02	4.3E-01	3.0E-01	2.2E-01	4.9E-01
ERP013165_ERR1135247	fecal_animal	fecal_animal_pig	Francepig	ERR1135247	Level 2	2.5-0.3-1.0-2.1-0.6	4.4E-02	2.3E-02	3.8E-01	3.4E-01	2.2E-01	4.7E-01
ERP013165_ERR1135248	fecal_animal	fecal_animal_pig	Francepig	ERR1135248	Level 2	2.5-0.3-0.9-2.2-0.6	4.3E-02	2.8E-02	3.7E-01	3.4E-01	2.2E-01	4.9E-01
ERP013165_ERR1135249	fecal_animal	fecal_animal_pig	Francepig	ERR1135249	Level 3	2.4-0.3-1.0-1.9-0.7	4.2E-02	2.8E-02	3.9E-01	3.0E-01	2.4E-01	4.2E-01
ERP013165_ERR1135276	fecal_animal	fecal_animal_pig	Francepig	ERR1135276	Level 3	2.3-0.3-1.1-1.8-0.6	3.9E-02	2.6E-02	4.2E-01	2.9E-01	2.2E-01	5.0E-01
ERP013165_ERR1135285	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135285	Level 2	2.6-0.4-1.0-2.1-0.5	4.4E-02	3.0E-02	4.0E-01	3.4E-01	1.9E-01	5.4E-01
ERP013165_ERR1135286	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135286	Level 2	2.7-0.4-0.9-2.2-0.6	4.8E-02	2.9E-02	3.7E-01	3.5E-01	2.0E-01	4.8E-01
ERP013165_ERR1135290	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135290	Level 2	3.4-0.4-0.8-2.5-0.6	5.9E-02	2.9E-02	3.1E-01	3.9E-01	2.2E-01	4.2E-01
ERP013165_ERR1135291	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135291	Level 3	2.5-0.3-1.0-2.0-0.6	4.2E-02	2.7E-02	4.0E-01	3.2E-01	2.1E-01	4.1E-01
ERP013165_ERR1135308	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135308	Level 2	2.7-0.3-0.9-2.3-0.5	4.7E-02	2.6E-02	3.7E-01	3.7E-01	1.9E-01	5.3E-01
ERP013165_ERR1135309	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135309	Level 2	3.6-0.3-0.9-2.4-0.5	6.3E-02	2.8E-02	3.4E-01	3.8E-01	1.9E-01	5.9E-01
ERP013165_ERR1135310	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135310	Level 2	3.7-0.3-0.9-2.4-0.5	6.4E-02	2.5E-02	3.4E-01	3.8E-01	1.9E-01	5.7E-01
ERP013165_ERR1135311	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135311	Level 2	3.1-0.3-0.9-2.5-0.5	5.4E-02	2.3E-02	3.5E-01	3.9E-01	1.8E-01	6.4E-01
ERP013165_ERR1135315	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135315	Level 2	3.3-0.4-1.1-2.0-0.5	5.7E-02	2.9E-02	4.2E-01	3.1E-01	1.8E-01	6.0E-01
ERP013165_ERR1135318	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135318	Level 2	3.1-0.4-0.9-2.4-0.5	5.3E-02	3.0E-02	3.6E-01	3.8E-01	1.8E-01	5.7E-01
ERP013165_ERR1135334	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135334	Level 2	2.6-0.4-1.1-1.9-0.5	4.5E-02	3.2E-02	4.5E-01	3.0E-01	1.8E-01	4.1E-01
ERP013165_ERR1135337	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135337	Level 2	2.5-0.4-1.1-2.1-0.5	4.3E-02	3.3E-02	4.3E-01	3.3E-01	1.7E-01	3.7E-01
ERP013165_ERR1135340	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135340	Level 2	3.0-0.4-1.0-2.1-0.5	5.3E-02	3.2E-02	4.0E-01	3.4E-01	1.8E-01	3.8E-01
ERP013165_ERR1135345	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135345	Level 3	2.1-0.3-1.1-2.0-0.5	3.7E-02	2.7E-02	4.5E-01	3.2E-01	1.7E-01	4.2E-01
ERP013165_ERR1135347	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135347	Level 3	2.4-0.3-1.1-2.2-0.4	4.2E-02	2.5E-02	4.4E-01	3.4E-01	1.5E-01	4.2E-01
ERP013165_ERR1135353	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135353	Level 2	2.7-0.4-0.9-2.6-0.4	4.6E-02	3.0E-02	3.6E-01	4.1E-01	1.6E-01	4.4E-01
ERP013165_ERR1135364	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135364	Level 2	2.7-0.5-0.9-2.4-0.5	4.6E-02	3.8E-02	3.7E-01	3.8E-01	1.7E-01	3.3E-01
ERP013165_ERR1135368	fecal_animal	fecal_animal_pig	Denmarkpig	ERR1135368	Level 3	2.2-0.3-1.1-2.1-0.5	3.8E-02	2.6E-02	4.4E-01	3.3E-01	1.7E-01	4.6E-01
ERP013165_ERR1135379	fecal_animal	fecal_animal_pig	Chinapig	ERR1135379	Level 2	3.6-0.3-1.0-1.9-0.7	6.3E-02	2.8E-02	3.8E-01	2.9E-01	2.4E-01	1.1E+00
ERP013165_ERR1135385	fecal_animal	fecal_animal_pig	Chinapig	ERR1135385	Level 2	4.3-0.3-0.8-2.1-0.7	7.4E-02	2.2E-02	3.3E-01	3.3E-01	2.5E-01	1.0E+00
ERP013165_ERR1135408	fecal_animal	fecal_animal_pig	Chinapig	ERR1135408	Level 1	7.4-0.3-0.6-2.0-0.8	1.3E-01	2.5E-02	2.5E-01	3.1E-01	2.8E-01	1.1E+00
ERP013165_ERR1135417	fecal_animal	fecal_animal_pig	Chinapig	ERR1135417	Level 1	5.6-0.4-0.9-1.8-0.7	9.6E-02	3.0E-02	3.4E-01	2.9E-01	2.4E-01	1.1E+00
ERP013165_ERR1135419	fecal_animal	fecal_animal_pig	Chinapig	ERR1135419	Level 1	5.5-0.3-0.8-2.0-0.7	9.4E-02	2.7E-02	3.1E-01	3.1E-01	2.5E-01	1.2E+00
ERP013165_ERR1135420	fecal_animal	fecal_animal_pig	Chinapig	ERR1135420	Level 2	4.4-0.3-0.9-2.0-0.7	7.5E-02	2.4E-02	3.4E-01	3.1E-01	2.5E-01	1.1E+00
ERP013165_ERR1135443	fecal_animal	fecal_animal_pig	Chinapig	ERR1135443	Level 2	4.4-0.3-0.8-2.1-0.7	7.6E-02	2.3E-02	3.2E-01	3.3E-01	2.5E-01	1.0E+00
ERP013165_ERR1135444	fecal_animal	fecal_animal_pig	Chinapig	ERR1135444	Level 1	5.1-0.4-0.9-1.9-0.7	8.9E-02	3.6E-02	3.4E-01	3.0E-01	2.4E-01	1.2E+00
ERP013165_ERR1135472	fecal_animal	fecal_animal_pig	Chinapig	ERR1135472	Level 1	4.6-0.3-0.8-1.9-0.8	7.9E-02	2.2E-02	3.2E-01	3.0E-01	2.8E-01	9.9E-01
LG209_ARG_72_90.100.shuffled	fecal_animal	fecal_animal_pig	Chinapig	ARG_72_90-100.shuffled	Level 1	5.5-0.6-0.7-1.9-0.9	9.4E-02	5.2E-02	2.6E-01	2.9E-01	3.0E-01	9.4E-01
LG209_ARG_73_90.10.shuffled	fecal_animal	fecal_animal_pig	Chinapig	ARG_73_90-10.shuffled	Level 1	6.3-0.7-0.7-1.9-0.7	1.1E-01	5.4E-02	2.8E-01	3.0E-01	2.6E-01	1.0E+00
LG209_ARG_74_90.100.shuffled	fecal_animal	fecal_animal_pig	Chinapig	ARG_74_90-100.shuffled	Level 2	3.6-0.7-0.8-1.3-1.0	6.2E-02	5.5E-02	3.1E-01	2.1E-01	3.6E-01	1.3E+00
LG209_ARG_75_90.100.shuffled	fecal_animal	fecal_animal_pig	Chinapig	ARG_75_90-100.shuffled	Level 1	6.9-0.4-0.7-1.8-0.8	1.2E-01	3.0E-02	2.8E-01	2.9E-01	2.8E-01	8.7E-01
LG209_ARG_76_90.100.shuffled	fecal_animal	fecal_animal_pig	Chinapig	ARG_76_90-100.shuffled	Level 1	6.7-0.4-0.7-1.8-0.8	1.2E-01	2.9E-02	2.9E-01	2.9E-01	2.8E-01	8.2E-01
LG209_ARG_77_90.100.shuffled	fecal_animal	fecal_animal_pig	Chinapig	ARG_77_90-100.shuffled	Level 1	6.5-0.3-0.7-1.9-0.8	1.1E-01	2.8E-02	2.9E-01	3.0E-01	2.7E-01	9.1E-01
weaningpig_4560101	fecal_animal	fecal_animal_pig	USApig	4560101	Level 2	3.0-1.6-1.6-0.6-0.3	5.1E-02	1.3E-01	6.2E-01	9.5E-02	1.0E-01	2.9E+00
weaningpig_4560102	fecal_animal	fecal_animal_pig	USApig	4560102	Level 2	4.1-0.3-1.0-1.8-0.6	7.1E-02	2.3E-02	4.0E-01	2.8E-01	2.2E-01	5.7E-01
weaningpig_4560103	fecal_animal	fecal_animal_pig	USApig	4560103	Level 2	2.6-1.1-1.4-1.0-0.4	4.4E-02	8.8E-02	5.7E-01	1.6E-01	1.4E-01	1.5E+00
weaningpig_4560104	fecal_animal	fecal_animal_pig	USApig	4560104	Level 1	5.3-0.2-0.9-2.0-0.7	9.2E-02	1.9E-02	3.3E-01	3.1E-01	2.5E-01	6.0E-01
weaningpig_4560105	fecal_animal	fecal_animal_pig	USApig	4560105	Level 2	3.2-1.1-1.5-0.8-0.4	5.6E-02	8.6E-02	5.7E-01	1.3E-01	1.6E-01	2.8E+00
weaningpig_4560106	fecal_animal	fecal_animal_pig	USApig	4560106	Level 2	4.2-0.3-0.9-1.9-0.7	7.3E-02	2.8E-02	3.6E-01	3.0E-01	2.4E-01	5.7E-01
ARG_78_90.100.shuffled	fecal_animal	fecal_animal_pig	watersamplesfromdigestersinpigfarmwastewaterenteringthedigester(solid-liquidseparation)	ARG_78_90-100.shuffled	Level 1	6.1-2.3-0.6-1.3-0.8	1.1E-01	1.9E-01	2.3E-01	2.0E-01	2.8E-01	4.8E+00
ARG_79_90.100.shuffled	fecal_animal	fecal_animal_pig	watersamplesfromdigestersinpigfarm3rdstepofaeration(pump)	ARG_79_90-100.shuffled	Level 3	1.2-4.0-0.6-1.1-0.7	2.1E-02	3.3E-01	2.3E-01	1.7E-01	2.5E-01	2.8E+00
SRP012966_SRR495409	fecal_animal	fecal_animal_pig	Denmarkpig	SRR495409	Level 3	0.5-0.7-0.9-2.0-0.7	8.0E-03	5.9E-02	3.6E-01	3.1E-01	2.6E-01	1.1E-01
SRP012966_SRR496625	fecal_animal	fecal_animal_pig	Denmarkpig	SRR496625	Level 3	1.3-0.9-1.4-1.4-0.4	2.2E-02	7.1E-02	5.4E-01	2.2E-01	1.5E-01	1.6E-01
SRP012966_SRR496626	fecal_animal	fecal_animal_pig	Denmarkpig	SRR496626	Level 3	1.3-0.7-1.2-1.8-0.5	2.3E-02	5.7E-02	4.5E-01	2.8E-01	1.8E-01	1.0E-01
SRP012966_SRR496699	fecal_animal	fecal_animal_pig	Denmarkpig	SRR496699	Level 3	1.9-0.7-1.0-2.1-0.5	3.4E-02	6.1E-02	4.0E-01	3.2E-01	1.9E-01	5.6E-02
SRP012966_SRR496700	fecal_animal	fecal_animal_pig	Denmarkpig	SRR496700	Level 3	0.8-0.7-0.9-2.2-0.6	1.3E-02	5.4E-02	3.7E-01	3.5E-01	2.2E-01	1.5E-01
SRP012966_SRR496702	fecal_animal	fecal_animal_pig	Denmarkpig	SRR496702	Level 3	0.8-0.7-1.0-1.8-0.7	1.4E-02	5.6E-02	4.0E-01	2.8E-01	2.5E-01	8.7E-02
SRP012966_SRR496703	fecal_animal	fecal_animal_pig	Denmarkpig	SRR496703	Level 3	0.9-1.0-0.9-2.0-0.7	1.5E-02	8.0E-02	3.5E-01	3.1E-01	2.4E-01	9.0E-02
DRP003048_DRR042264	fecal_human	fecal_Asian_human	Japanhuman	DRR042264	Level 1	5.7-0.4-1.0-1.7-0.6	9.9E-02	3.2E-02	3.9E-01	2.7E-01	2.1E-01	2.6E-01
DRP003048_DRR042272	fecal_human	fecal_Asian_human	Japanhuman	DRR042272	Level 3	2.2-0.5-1.2-1.6-0.5	3.8E-02	3.8E-02	4.8E-01	2.6E-01	1.9E-01	6.0E-01
DRP003048_DRR042280	fecal_human	fecal_Asian_human	Japanhuman	DRR042280	Level 1	12.2-0.6-0.8-1.4-0.6	2.1E-01	5.0E-02	3.2E-01	2.1E-01	2.1E-01	3.2E-01
DRP003048_DRR042288	fecal_human	fecal_Asian_human	Japanhuman	DRR042288	Level 2	4.2-1.1-1.1-1.3-0.5	7.2E-02	9.4E-02	4.5E-01	2.1E-01	1.8E-01	2.1E-01
DRP003048_DRR042304	fecal_human	fecal_Asian_human	Japanhuman	DRR042304	Level 2	4.2-0.9-1.1-1.5-0.5	7.2E-02	7.5E-02	4.3E-01	2.3E-01	1.9E-01	1.4E-01
DRP003048_DRR042312	fecal_human	fecal_Asian_human	Japanhuman	DRR042312	Level 2	3.5-0.6-1.2-1.7-0.4	6.0E-02	4.5E-02	4.7E-01	2.7E-01	1.5E-01	4.5E-01
DRP003048_DRR042316	fecal_human	fecal_Asian_human	Japanhuman	DRR042316	Level 2	4.3-0.6-0.9-1.8-0.7	7.4E-02	5.0E-02	3.4E-01	2.9E-01	2.5E-01	3.4E-01
DRP003048_DRR042320	fecal_human	fecal_Asian_human	Japanhuman	DRR042320	Level 1	6.6-0.7-0.9-2.1-0.5	1.1E-01	5.8E-02	3.4E-01	3.3E-01	1.6E-01	1.7E-01
DRP003048_DRR042328	fecal_human	fecal_Asian_human	Japanhuman	DRR042328	Level 2	4.3-0.8-1.3-1.1-0.5	7.4E-02	6.5E-02	5.1E-01	1.8E-01	1.7E-01	3.8E-01
